"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","10 - 14세",35274,35303,35149,34335,33840,33581,32594,30971,29330,27478,25054,22850,21160,19829,18723,17836
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","15 - 19세",45344,42414,41170,39106,36282,35335,35461,35423,34623,34098,33896,32958,31388,29787,27957,25586
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","20 - 24세",64322,62745,59554,59088,58238,53703,49303,46657,44250,41919,41532,41882,41997,41296,40878,40767
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","25 - 29세",60450,61367,61182,62766,63715,64235,63774,61658,59562,57225,52853,49096,47175,45747,44422,44419
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","30 - 34세",49382,49770,51144,53454,55585,57046,58521,59105,59261,59197,59038,58149,55900,53759,51445,47649
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","35 - 39세",53678,50879,48259,46951,46466,47162,47671,49214,51064,52710,53931,55157,55431,55251,54876,54473
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","40 - 44세",54230,54633,55058,55145,54083,51656,49267,46898,45273,44771,45397,45818,47287,49045,50586,51699
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","45 - 49세",63452,60338,57638,55272,53043,52843,53510,54128,54184,53267,50974,48693,46390,44774,44260,44843
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","50 - 54세",61311,63140,63749,64255,62898,61144,58302,55924,53799,51689,51709,52508,53254,53439,52623,50421
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","55 - 59세",57779,55080,54712,54459,57808,58322,60062,60773,61120,59857,58356,55793,53662,51754,49879,50074
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","60 - 64세",50425,53827,54544,55525,54634,53843,51574,51552,51204,54261,54741,56478,57234,57688,56614,55331
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","65 - 69세",33761,36813,39079,41761,44319,46337,49461,50279,51381,50530,49962,47989,48116,47853,50785,51244
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","70 - 74세",23634,24899,26027,27033,28128,30604,33462,35633,38098,40468,42463,45465,46313,47460,46757,46369
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","75 - 79세",17057,16968,17288,17878,19088,20610,21663,22790,23785,24789,27107,29712,31739,34029,36244,38179
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","80세이상",15608,16716,18338,19706,20766,21715,22251,23805,25297,26865,28623,29631,31579,33347,35184,38308
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","80 - 84세",10127,10662,11751,12514,12872,13175,13133,13571,14176,15198,16485,17301,18309,19184,20080,22131
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","85 - 89세",4160,4647,5058,5485,5962,6359,6697,7524,8097,8336,8537,8491,8907,9420,10167,11080
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","90 - 94세",1113,1185,1291,1456,1646,1873,2087,2324,2576,2813,3012,3181,3621,3913,4023,4112
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","95 - 99세",182,199,212,225,263,285,310,356,415,478,545,611,687,765,838,897
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","100세 이상",26,23,26,26,23,23,24,30,33,40,44,47,55,65,76,88
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","계",745686,740486,736167,736425,736364,732513,728522,724715,721184,717948,714966,712208,709608,707117,704676,702248
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","0 - 4세",24695,22213,20689,19726,18625,17679,17006,16601,16442,16763,17454,18230,18930,19536,20036,20432
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","5 - 9세",32566,31231,29986,28198,26445,24206,22063,20311,19213,18137,17196,16539,16153,16015,16336,16985
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","10 - 14세",33164,33452,32828,32293,31964,31612,30572,29438,27545,25802,23649,21577,19869,18774,17696,16774
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","15 - 19세",42074,38552,37743,35626,33580,33077,33350,33054,32529,32163,31868,30921,29823,27961,26281,24192
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","20 - 24세",58840,57907,54932,55267,55023,51090,46414,43458,41293,39582,39631,40089,39995,39603,39337,39157
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","25 - 29세",51360,52075,52289,52880,53280,53847,54399,53477,52436,50745,46982,43260,41384,40257,39303,39534
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","30 - 34세",43149,43297,44704,46410,48049,49118,49939,50056,49995,49695,49946,50035,48692,47323,45532,42222
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","35 - 39세",51929,48502,45241,43323,42129,41890,42151,43263,44516,45743,46625,47320,47328,47162,46765,46861
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","40 - 44세",55003,55076,55421,54876,53424,50746,47750,44741,42556,41387,41165,41379,42397,43566,44711,45514
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","45 - 49세",63714,60897,58491,56206,54068,53696,54034,54645,54219,52823,50273,47398,44509,42384,41243,41030
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","50 - 54세",62046,63593,64166,64566,62998,61393,58939,56829,54567,52574,52401,52875,53603,53319,52061,49615
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","55 - 59세",58737,55488,55009,55285,59053,59230,60992,61662,61854,60287,58916,56679,54768,52705,50906,50886
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","60 - 64세",52556,56326,57422,58378,56980,55888,52900,52725,52966,56432,56566,58343,59015,59274,57866,56666
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","65 - 69세",36141,39572,41848,44808,47711,50165,53788,54884,55802,54459,53541,50771,50743,51011,54348,54455
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","70 - 74세",26470,28037,29280,30304,31791,34727,38092,40284,43115,45913,48348,51896,52987,53950,52727,51921
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","75 - 79세",22474,21862,21905,22213,23536,24988,26446,27682,28727,30027,32872,36078,38200,40931,43634,46042
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","80세이상",30768,32406,34213,36066,37708,39161,39687,41605,43409,45416,47533,48818,51212,53346,55894,59962
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","80 - 84세",16630,17042,18229,19155,19380,19703,19153,19372,19736,20862,22198,23456,24612,25587,26817,29480
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","85 - 89세",9529,10423,10768,11322,12127,12540,12897,13961,14784,14938,15164,14670,14964,15368,16326,17429
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","90 - 94세",3709,3945,4174,4425,4874,5418,5989,6429,6850,7347,7624,7873,8586,9119,9208,9324
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","95 - 99세",805,865,893,996,1159,1335,1467,1639,1795,1988,2228,2471,2657,2835,3054,3176
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","100세 이상",95,131,149,168,168,165,181,204,244,281,319,348,393,437,489,553
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","계",1139069,1125167,1113508,1106306,1102846,1094165,1085657,1077377,1069169,1060979,1052714,1044300,1035731,1026981,1018036,1008943
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","0 - 4세",44148,38990,34957,31627,29083,26908,25239,24291,23948,23845,23999,24257,24399,24430,24362,24220
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","5 - 9세",57258,55657,53368,50181,46582,42239,37702,33780,30558,28030,25988,24429,23557,23258,23195,23389
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","10 - 14세",54546,55798,56114,55694,55516,55482,54194,52010,48780,45239,41075,36714,32954,29874,27454,25494
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","15 - 19세",55122,51200,49640,51748,52588,52504,53510,53712,53272,53057,53014,51727,49632,46517,43134,39138
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","20 - 24세",69597,65190,59400,51985,48081,44968,42852,42763,44165,43965,43644,44579,44717,44360,44132,44044
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","25 - 29세",75960,75158,72743,70568,68384,64647,60308,55344,50366,47525,44643,42161,41583,42286,41655,41390
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","30 - 34세",71597,69943,70246,71896,72904,72887,72884,71456,69372,66479,63675,60337,56184,51881,49365,46316
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","35 - 39세",88693,82303,76079,71671,69426,68929,68332,69166,70302,70815,70950,71068,69777,67882,65295,62888
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","40 - 44세",89236,90684,92584,92746,91026,85453,80089,74442,69904,67508,67121,66600,67527,68763,69383,69608
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","45 - 49세",99905,94508,90172,87234,85639,86677,88757,90840,90832,88818,83496,78412,73011,68697,66462,66158
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","50 - 54세",107601,106192,105403,103910,100560,97200,92669,88644,85850,83896,84904,86929,88974,89018,87124,82007
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","55 - 59세",102944,100716,100872,100409,104227,103887,103220,102698,101290,97897,94795,90478,86637,83951,82041,83050
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","60 - 64세",84821,91340,94160,97678,97338,97334,95687,96002,95269,98588,98341,97917,97627,96451,93360,90545
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","65 - 69세",54434,59607,63957,68992,74939,79401,85938,88716,91873,91214,91215,89611,89948,89315,92612,92476
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","70 - 74세",34253,37634,40504,43089,45728,50684,55662,59833,64494,69933,74161,80362,82944,85951,85329,85381
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","75 - 79세",23970,23600,24752,26000,28459,30887,33944,36581,38947,41330,45906,50459,54311,58604,63597,67561
